"tag1","tag2","title","link","journal","time","abstract"
"epidemiology","","Estimating the Case Fatality Risk of COVID-19 using Cases from Outside China","https://www.medrxiv.org/content/10.1101/2020.02.15.20023499v1","medRxiv","2020/2/15","There is large uncertainty around the case fatality risk (CFR) for COVID-19 in China. Therefore, we considered symptomatic cases outside of China (countries/settings with 20+ cases) and the proportion who are in intensive care units (4.0%, 14/349 on 13 February 2020). Given what is known about CFRs for ICU patients with severe respiratory conditions from a meta-analysis, we estimated a CFR of 1.37% (95%CI: 0.57% to 3.22%) for COVID-19 cases outside of China."
"virus","","Multivariate Analyses of Codon Usage of SARS-CoV-2 and other betacoronaviruses","https://www.biorxiv.org/content/10.1101/2020.02.15.950568v3","bioRxiv","2020/2/15","Coronavirus disease 2019 (COVID-19) is a global health concern as it continues to spread within China and beyond. The causative agent of this disease, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), belongs to the genus Betacoronavirus which also includes severe acute respiratory syndrome related coronavirus (SARSr-CoV) and Middle East respiratory syndrome related coronavirus (MERSr-CoV). Codon usage of viral genes are believed to be subjected to different selection pressures in different host environments. Previous studies on codon usage of influenza A viruses can help identify viral host origins and evolution trends, however, similar studies on coronaviruses are lacking. In this study, global correspondence analysis (CA), within-group correspondence analysis (WCA) and between-group correspondence analysis (BCA) were performed among different genes in coronavirus viral sequences. The amino acid usage pattern of SARS-CoV-2 was generally found similar to bat and human SARSr-CoVs. However, we found greater synonymous codon usage differences between SARS-CoV-2 and its phylogenetic relatives on spike and membrane genes, suggesting these two genes of SARS-CoV-2 are subjected to different evolutionary pressures."
"epidemiology","","Assessing the impact of reduced travel on exportation dynamics of novel coronavirus infection (COVID-19)","https://www.medrxiv.org/content/10.1101/2020.02.14.20022897v1","medRxiv","2020/2/14","The impact of the drastic reduction in travel volume within mainland China in January and February 2020 was quantified with respect to reports of novel coronavirus (COVID-19) infections outside China. Data on confirmed cases diagnosed outside China were analyzed using statistical models to estimate the impact of travel reduction on three epidemiological outcome measures: (i) the number of exported cases, (ii) the probability of a major epidemic, and (iii) the time delay to a major epidemic. From 28 January to 7 February 2020, we estimated that 226 exported cases (95% confidence interval: 86, 449) were prevented, corresponding to a 70.4% reduction in incidence compared to the counterfactual scenario. The reduced probability of a major epidemic ranged from 7% to 20% in Japan, which resulted in a median time delay to a major epidemic of two days. Depending on the scenario, the estimated delay may be less than one day. As the delay is small, the decision to control travel volume through restrictions on freedom of movement should be balanced between the resulting estimated epidemiological impact and predicted economic fallout."
"medicine","pathogenic","Medicinal chemistry strategies toward host targeting antiviral agents","https://onlinelibrary.wiley.com/doi/10.1002/med.21664","Medicinal Research Reviews","2020/2/14","Direct\acting antiviral agents (DAAs) represent a class of drugs targeting viral proteins and have been demonstrated to be very successful in combating viral infections in clinic. However, DAAs suffer from several inherent limitations, including narrow\spectrum antiviral profiles and liability to drug resistance, and hence there are still unmet needs in the treatment of viral infections. In comparison, host targeting antivirals (HTAs) target host factors for antiviral treatment. Since host proteins are probably broadly required for various viral infections, HTAs are not only perceived, but also demonstrated to exhibit broad\spectrum antiviral activities. In addition, host proteins are not under the genetic control of viral genome, and hence HTAs possess much higher genetic barrier to drug resistance as compared with DAAs. In recent years, much progress has been made to the development of HTAs with the approval of chemokine receptor type 5 antagonist maraviroc for human immunodeficiency virus treatment and more in the pipeline for other viral infections. In this review, we summarize various host proteins as antiviral targets from a medicinal chemistry prospective. Challenges and issues associated with HTAs are also discussed."
"epidemiology","","The Efficacy of Contact Tracing for the Containment of the 2019 Novel Coronavirus (COVID-19).","https://www.medrxiv.org/content/10.1101/2020.02.14.20023036v1","medRxiv","2020/2/14","Contact tracing is a central public health response to infectious disease outbreaks, especially in the early stages of an outbreak when specific treatments are limited. Importation of novel Coronavirus (COVID-19) from China and elsewhere into the United Kingdom highlights the need to understand the impact of contact tracing as a control measure. Using detailed survey information on social encounters coupled to predictive models, we investigate the likely efficacy of the current UK definition of a close contact (within 2 meters for 15 minutes or more) and the distribution of secondary cases that may go untraced. Taking recent estimates for COVID-19 transmission, we show that less than 1 in 5 cases will generate any subsequent untraced cases, although this comes at a high logistical burden with an average of 36.1 individuals (95th percentiles 0-182) traced per case. Changes to the definition of a close contact can reduce this burden, but with increased risk of untraced cases"
"clinic","","Clinical Characteristics of 2019 Novel Infected Coronavirus Pneumonia£ºA Systemic Review and Meta-analysis","https://www.medrxiv.org/content/10.1101/2020.02.14.20021535v1","medRxiv","2020/2/14","Background:A Novel pneumonia associated with the 2019 coronavirus infected pneumonia (NCIP) suddenly broke out in Wuhan, China in December 2019. 37287 confirmed cases and 813 death case in China (Until 8th/Feb/2019) have been reported in just fortnight. Although this risky pneumonia with high infection rates and high mortality rates need to be resolved immediately, major gaps in our knowledge of clinical characters of it were still not be established. The aim of this study is to summaries and analysis the clinical characteristics of 2019-nCoV pneumonia.Methods: Literature have been systematically performed a search on PubMed, Embase, Web of Science, GreyNet International, and The Cochrane Library from inception up to February 8, 2020. The Newcastle-Ottawa Scale was used to assess quality, and publication bias was analyzed by Egger test. In the single-arm meta-analysis, A fix-effects model was used to obtain a pooled incidence rate. We conducted subgroup analysis according to geographic region and research scale.Results: A total of nine studies including 356 patients were included in this study, the mean age was 52.4 years and 221 (62.1%) were male. The pooled incidences rate of symptoms as follows: pharyngalgia (12.2%, 95% CI: 0.087-0.167), diarrhea (9.2%, 95% CI: 0.062-0.133) and headache (8.9%, 95% CI: 0.063-0.125). Meanwhile, 5.7% (95% CI: 0.027-0.114) of patients were found without any symptoms although they were diagnosed by RT-PCR. In the terms of CT imaging examination, the most of patients showed bilateral mottling or ground-glass opacity, 8.6% (95% CI: 0.048-0.148) of patients with crazy-paving pattern, and 11.5% (95% CI: 0.064-0.197) of patients without obvious CT imaging presentations. The pooled incidence of mortality was 8.9% (95% CI: 0.062-0.126).Conclusions: To our knowledge, this is the first evidence-based medicine research to further elaborate the clinical characteristics of NCIP, which is beneficial to the next step of prevention and treatment."
"epidemiology","","Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (COVID-19)","https://www.medrxiv.org/content/10.1101/2020.02.14.20023127v1","medRxiv","2020/2/14","BackgroundEstimation of the fraction and contagiousness of undocumented novel coronavirus (COVID-19) infections is critical for understanding the overall prevalence and pandemic potential of this disease. Many mild infections are typically not reported and, depending on their contagiousness, may support stealth transmission and the spread of documented infection.  MethodsHere we use observations of reported infection and spread within China in conjunction with mobility data, a networked dynamic metapopulation model and Bayesian inference, to infer critical epidemiological characteristics associated with the emerging coronavirus, including the fraction of undocumented infections and their contagiousness.  ResultsWe estimate 86% of all infections were undocumented (95% CI: [82%-90%]) prior to the Wuhan travel shutdown (January 23, 2020). Per person, these undocumented infections were 52% as contagious as documented infections ([44%-69%]) and were the source of infection for two-thirds of documented cases. Our estimate of the reproductive number (2.23"
"epidemiology","","A new transmission route for the propagation of the SARS-CoV-2 coronavirus","https://www.medrxiv.org/content/10.1101/2020.02.14.20022939v1","medRxiv","2020/2/14","We explore here how variation in the SARS-CoV-2 virus tropism could influence epidemic spread. We use a compartmental model fit to the existing data. The modelindicates that Wuhan quarantine measures were effective but that alternative virus forms (gut tropism) and a second propagation route (through environment) waspresent. For Singapore and Shenzhen region the secondary route does not seem to be active yet. Adequate prevention measures taking into account both routes should be implemented."
"epidemiology","","Estimating the Efficacy of Traffic Blockage and Quarantine for the Epidemic Caused by 2019-nCoV (COVID-19)","https://www.medrxiv.org/content/10.1101/2020.02.14.20022913v2","medRxiv","2020/2/14","Since the  2019-nCoV (COVID-19) outbreaks in Wuhan, China, the cumulative number of confirmed cases is increasing every day,  and a large number of populations all over the world are at risk. The traffic blockage and quarantine can alleviate the risk of the epidemic and the infections. Evaluating the efficacy of such actions is essential to inform policy makers and raise the public awareness of the importance of self-isolation and quarantine."
"diagnosis","","A deep learning algorithm using CT images to screen for Corona Virus Disease (COVID-19)","https://www.medrxiv.org/content/10.1101/2020.02.14.20023028v2","medRxiv","2020/2/14","Background: To control the spread of Corona Virus Disease (COVID-19), screening large numbers of suspected cases for appropriate quarantine and treatment measures is a priority.  Pathogenic laboratory testing is the diagnostic gold standard but it is time consuming with significant false positive results. Fast and accurate diagnostic methods are urgently needed to combat the disease. Based on COVID-19 radiographical changes in CT images, we hypothesized that deep learning methods might be able to extract COVID-19's graphical features and provide a clinical diagnosis ahead of the pathogenic test, thus saving critical time for disease control. Methods£ºWe collected 453 CT images of pathogen-confirmed COVID-19 cases along with previously diagnosed with typical viral pneumonia. We modified the Inception migration-learning model to establish the algorithm, followed by internal and external validation. Findings: The internal validation achieved a total accuracy of 82.9% with specificity of 80.5% and sensitivity of 84%. The external testing dataset showed a total accuracy of 73.1% with specificity of 67% and sensitivity of 74%. Interpretation: These results demonstrate the proof-of-principle for using artificial intelligence to extract radiological features for timely and accurate COVID-19 diagnosis.  Funding: No funding is involved in the execution of the project."
"epidemiology","","A model simulation study on effects of intervention measures in Wuhan COVID-19 epidemic","https://www.medrxiv.org/content/10.1101/2020.02.14.20023168v1","medRxiv","2020/2/14","Background: In the beginning of January 2020, new unknown virus pneumonia cases started to emerge in local hospitals in Wuhan, China. This virus epidemic quickly became a public health emergency of international concern by the WHO. Enormous amount of medical supplies as well as healthcare personals from other provinces were mobilized to support Wuhan. This current work tent to help people understanding how infectious disease spread and the purpose and consequences of various efforts based on simulation model. Method: a simulation model was created using known parameters. R0 set to 3 and mean incubation time to be 7.5days. the epidemic was divided to 3 periods. Simulation would run 50 times to mimic different patient0 status. Personal activity index was used to mimic different level of control measures. 141427709 simulated patients were created. Cumulation number of patients at the end of period 1 (day50) is 2868.7 ¡À 1739.0. Total infected patients could be 913396.5 ¡À 559099.9 by the end of period 2 (day70) in free transmission state. And at day90, total patients number is 913396.5 ¡À 559099.9. Conclusion: COVID-19 is a novel severe respiratory disease. This will put great burden on the shoulder of healthcare workers as well as on medical hardware and supplements. Current strict control measures help to contain disease from spreading. An early detecting, reporting and fast reacting system needs to be setup to prevent future unknown infectious disease."
"epidemiology","","Systematic selection between age and household structure for models aimed at emerging epidemic predictions","https://www.nature.com/articles/s41467-019-14229-4","Nature Communications","2020/2/14","Numerous epidemic models have been developed to capture aspects of human contact patterns, making model selection challenging when they fit (often-scarce) early epidemic data equally well but differ in predictions. Here we consider the invasion of a novel directly transmissible infection and perform an extensive, systematic and transparent comparison of models with explicit age and/or household structure, to determine the accuracy loss in predictions in the absence of interventions when ignoring either or both social components. We conclude that, with heterogeneous and assortative contact patterns relevant to respiratory infections, the model <U+00AF>s age stratification is crucial for accurate predictions. Conversely, the household structure is only needed if transmission is highly concentrated in households, as suggested by an empirical but robust rule of thumb<U+00A0>based on household secondary attack rate. This work serves as a template to guide the simplicity/accuracy trade-off in designing models aimed at initial, rapid assessment of potential epidemic severity."
"virus","","2019_nCoV: Rapid classification of betacoronaviruses and identification of traditional Chinese medicine as potential origin of zoonotic coronaviruses","https://onlinelibrary.wiley.com/doi/10.1111/lam.13285","Letters in Applied Microbiology","2020/2/14","The current outbreak of a novel SARS©\like coronavirus, 2019_nCoV, illustrated difficulties in identifying a novel coronavirus and its natural host, as the coding sequences of various Betacoronavirus species can be highly diverse. By means of whole©\genome sequence comparisons, we demonstrate that the non©\coding flanks of the viral genome can be used to correctly separate the recognized four betacoronavirus subspecies. The conservation would be sufficient to define target sequences that could, in theory, classify novel virus species into their subspecies. Only 253 upstream non©\coding sequences of Sarbecovirus are sufficient to identify genetic similarities between species of this subgenus. Further, it was investigated which bat species have commercial value in China, and would thus likely be handled for trading purposes. A number of coronavirus genomes have been published that were obtained from such bat species. These bats are used in Traditional Chinese Medicine, and their handling poses a potential risk to cause zoonotic coronavirus epidemics."
"epidemiology","","Probabilistic reconstruction of measles transmission clusters from routinely collected surveillance data","https://www.medrxiv.org/content/10.1101/2020.02.13.20020891v1","medRxiv","2020/2/13","Pockets of susceptibility resulting from spatial or social heterogeneity in vaccine coverage can drive measles outbreaks, as cases imported into such pockets are likely to cause further transmission and lead to large transmission clusters. Characterising the dynamics of transmission is essential for identifying which individuals and regions might be most at risk.As data from detailed contact tracing investigations are not available in many settings, we combined age, location, genotype, and onset date of cases in order to probabilistically reconstruct the importation status and transmission clusters within a newly developed R package called o2geosocial. We compared our inferred cluster size distributions to 737 transmission clusters identified through detailed contact-tracing in the United States between 2001 and 2016. We were able to reconstruct the importation status of the cases and found good agreement between the inferred and reference clusters. The results were improved when the contact-tracing investigations were used to set the importation status before running the model.Spatial heterogeneity in vaccine coverage is difficult to measure directly. Our approach was able to highlight areas with potential for local transmission using a minimal number of variables and could be applied to assess the intensity of ongoing transmission in a region."
"pathogenic","","Gas6 negatively regulates the Staphylococcus aureus\induced inflammatory response via TLR signaling in the mouse mammary gland","https://onlinelibrary.wiley.com/doi/10.1002/jcp.29604","Journal of Cellular Physiology","2020/2/13","Staphylococcus aureus (S. aureus)\induced mastitis is the most frequent, pathogenic, and prevalent infection of the mammary gland. The ligand growth arrest\specific 6 (Gas6) is a secretory protein that binds to and activates Tyro3, Axl, and MerTK receptors. This study explored the role of Gas6 in S. aureus\induced mastitis. Our results revealed that TLR receptors initiate the innate immune response in mammary gland tissues and epithelial cells and that introducing S. aureus activates TLR2 and TLR6 to drive multiple intracellular mitogen\activated protein kinase (MAPK) and nuclear factor kappa\B (NF\©ÃB) pathways. Moreover, S. aureus also induces Gas6, which then activates the TAM receptor kinase pathway, which is related to the inhibition of TLR2\ and TLR6\mediated inflammatory pathways through SOCS1 and SOCS3 induction. Gas6 absence alone was found to be involved in the downregulation of TAM receptor\mediated anti\inflammatory effects by inducing significantly prominent expression of TRAF6 and low protein and messenger RNA expression of SOCS1 and SOCS3. S. aureus\induced MAPK and NF\?B p65 phosphorylation were also dependent on Gas6, which negatively regulated the production of Pro\inflammatory cytokines (IL\1<e2><U+0094>? IL\6, and TNF\<e2><U+0094>? in S. aureus\treated mammary tissues and mammary epithelial cells. Our in vivo and in vitro study uncovered the Gas6\mediated negative feedback mechanism, which inhibits TLR2\ and TLR6\mediated MAPK and NF\?B signaling by activating TAM receptor kinase (MerTK, Axl, and Tyro3) through the induction of SOCS1/SOCS3 proteins."
"pathogenic","","F-box protein MEC-15 promotes microtubule stability and neurite growth by antagonizing the HSP90 chaperone network in Caenorhabditis elegans","https://www.biorxiv.org/content/10.1101/2020.02.13.944967v1","bioRxiv","2020/2/13","Molecular chaperones often work collaboratively with the ubiquitination-proteasome system (UPS) to facilitate the degradation of misfolded proteins, which typically safeguards cellular differentiation and protects cells from stress. In this study, however, we report that the Hsp70/Hsp90 chaperone machinery antagonizes the activity of F-box protein MEC-15 to negatively regulate neuronal differentiation. Using the touch receptor neurons (TRNs) of C. elegans, we find that mec-15(-) mutants display defects in MT formation, neurite growth, synaptic development, and neuronal functions, and these defects can be rescued by the loss of Hsp70/Hsp90 chaperones and cochaperones. MEC-15 likely functions in a SCF complex to degrade DLK-1, which is an Hsp90 client protein stabilized by the chaperones. The abundance of DLK-1 and likely other Hsp90 substrates are fine-tuned by the antagonism between MEC-15 and chaperones, which regulates TRN development and synaptic functions of GABAergic motor neurons. Therefore, a balance between UPS and chaperones tightly controls neuronal differentiation."
"medicine","","STAT1-dependent tolerance of intestinal viral infection","https://www.biorxiv.org/content/10.1101/2020.02.13.936252v1","bioRxiv","2020/2/13","Recent evidence indicates that viral components of the microbiota can contribute to intestinal homeostasis and protection from local inflammatory or infectious insults. However, host-derived mechanisms that maintain tolerance to the virome remain largely unknown. Here, we use colonization with the model commensal murine norovirus (MNV CR6) to interrogate host-directed mechanisms of viral tolerance, and show that STAT1 is a central coordinator of tolerance following CR6 colonization. STAT1 restricts CR6 replication to the intestinal tract, prevents systemic viral-induced tissue damage and disease, and regulates antiviral CD4+ and CD8+ T cell responses. In contrast to systemic viral pathogens that drive T cell mediated immunopathology in STAT1-deficient mice, our data indicates that loss of CD4+ or CD8+ T cells and their associated effector functions has no effect on CR6-induced disease. However, therapeutic administration of an antiviral compound to limit viral replication prevented viral-induced tissue damage and death despite ongoing dysregulated antiviral T cell responses. Collectively, our data uncouple the requirement for STAT1-mediated regulation of antiviral T cell responses from innate immune-mediated restriction of viral replication that is necessary for intestinal viral tolerance.? Lead Contact: Lisa Osborne, phone: 604 822-6649, email: lisa.osborne{at}ubc.ca"
"epidemiology","","Estimating the distribution of the incubation period of 2019 novel coronavirus (COVID-19) infection between travelers to Hubei, China and non-travelers","https://www.medrxiv.org/content/10.1101/2020.02.13.20022822v1","medRxiv","2020/2/13","Objectives: Amid the continuing spread of the novel coronavirus (COVID-19), the incubation period of COVID-19 should be regularly re-assessed as more information is available upon the increase in reported cases. The present work estimated the distribution of incubation periods of patients infected in and outside Hubei province of China. Methods: Clinical data were collected from the individual cases reported by the media as they were not fully available on the official pages of the Chinese health authorities. MLE was used to estimate the distributions of the incubation period.Results: It was found that the incubation period of patients with no travel history to Hubei was longer and more volatile.Conclusion: It is recommended that the duration of quarantine should be extended to at least 3 weeks."
"diagnosis","","Optimizing diagnostic strategy for novel coronavirus pneumonia, a multi-center study in Eastern China","https://www.medrxiv.org/content/10.1101/2020.02.13.20022673v1","medRxiv","2020/2/13","COVID-19 caused by a novel coronavirus SARS-CoV-2 emerged in Wuhan, Hubei province since December 2019, and caused a rapid outbreak throughout China and globally. Cities outside Hubei are also facing great challenge and require implementing of effective and feasible strategy in precision diagnosing novel coronavirus pneumonia (NCP).We described a multicenter prospective study on diagnostic strategy of suspected NCP patients from January 22nd to February 9th, 2020 in Eastern China cities. Nasopharyngeal swabs were collected from the patients. The epidemiological characteristics, clinical symptoms, laboratory assessments, and computed tomographic (CT) scans were obtained. Pathogen screen were performed including RT-PCR, multiplex PCR, rapid flu antigen tests and mNGS.We enrolled 53 suspected NCP patients, among whom 20 were laboratory-confirmed. Fourteen (70%) and 3 (15%) patients were positive for the first and second SARS-CoV-2 RT-PCR test, respectively. All NCP patients were positive for mNGS. Chest CT images and the symptoms of early stage NCP patients were similar to other viral pneumonia patients. We identified 11 of 20 co-infections in NCP cases, including regular respiratory virus, fungi and bacteria synchronously. Genomic analysis showed that 8 of 10 cases had no mutation in virus genome, while 2 cases had only one single mutation in N gene.Our study discovered that a combination of chest CT, SARS-CoV-2 RT-PCR and multi-plex PCR is recommended in regions outside Hubei province. Co-infection of other pathogens with SARS-CoV-2 exists and should be acknowledged. Repeated sampling, change of specimen type or metagenomics sequencing could further facilitate during critical clinical cases."
"epidemiology","","Understanding the present status and forecasting of COVID¨D19 in Wuhan","https://www.medrxiv.org/content/10.1101/2020.02.13.20022251v1","medRxiv","2020/2/13","The present status of COVID¨D19 is analyzed and the end of the disease is forecasted. The peak of the epidemic is different in three regions, Wuhan, Hubei province except Wuhan, and mainland China except Hubei. In two regions except Wuhan, the peak of the epidemic passed ten days ago. If the trend until February 11 does not change, the disease may end by the end of February. In Wuhan, the epidemic reached a peak but the reported number of newly infected patients fluctuates largely. We need to know the reason for the big fluctuation to forecast the end of the disease."
"epidemiology","","Quantifying bias of COVID-19 prevalence and severity estimates in Wuhan, China that depend on reported cases in international travelers","https://www.medrxiv.org/content/10.1101/2020.02.13.20022707v2","medRxiv","2020/2/13","Risk of COVID-19 infection in Wuhan has been estimated using imported case counts of international travelers, often under the assumption that all cases in travelers are ascertained. Recent work indicates variation among countries in detection capacity for imported cases. Singapore has historically had very strong epidemiological surveillance and contact-tracing capacity and has shown in the COVID-19 epidemic evidence of a high sensitivity of case detection. We therefore used a Bayesian modeling approach to estimate the relative imported case detection capacity for other countries compared to that of Singapore. We estimate that the global ability to detect imported cases is 38% (95% HPDI 22% - 64%) of Singapore¡äs capacity. Equivalently, an estimate of 2.8 (95% HPDI 1.5 - 4.4) times the current number of imported cases, could have been detected, if all countries had had the same detection capacity as Singapore. Using the second component of the Global Health Security index to stratify likely case-detection capacities, we found that the ability to detect imported cases relative to Singapore among high surveillance locations is 40% (95% HPDI 22% -  67%), among intermediate surveillance locations it is 37% (95% HPDI 18% - 68%), and among low surveillance locations it is 11% (95% HPDI 0% - 42%). Using a simple mathematical model, we further find that treating all travelers as if they were residents (rather than accounting for the brief stay of some of these travelers in Wuhan) can modestly contribute to underestimation of prevalence as well. We conclude that estimates of case counts in Wuhan based on assumptions of perfect detection in travelers may be underestimated by several fold, and severity correspondingly overestimated by several fold. Undetected cases are likely in countries around the world, with greater risk in countries of low detection capacity and high connectivity to the epicenter of the outbreak."
"diagnosis","","A simple laboratory parameter facilitates early identification of COVID-19 patients","https://www.medrxiv.org/content/10.1101/2020.02.13.20022830v1","medRxiv","2020/2/13","The total number of COVID-19 patients since the outbreak of this infection in Wuhan, China has reached 40000 and are still growing. To facilitate triage or identification of the large number of COVID-19 patients from other patients with similar symptoms in designated fever clinics, we set to identify a practical marker that could be conveniently utilized by first-line health-care workers in clinics. To do so, we performed a case-control study by analyzing clinical and laboratory findings between PCR-confirmed SARS-CoV-2 positive patients (n=52) and SARS-CoV-2 negative patients (n=53). The patients in two cohorts all had similar symptoms, mainly fever and respiratory symptoms. The rates of patients with leukocyte counts (normal or decreased number) or lymphopenia (two parameters suggested by current National and WHO COVID-19 guidelines) had no differences between these two cohorts, while the rate of eosinopenia (decreased number of eosinophils) in SARS-CoV-2 positive patients (79%) was much higher than that in SARS-CoV-2 negative patients (36%). When the symptoms were combined with eosinopenia, this combination led to a diagnosis sensitivity and specificity of 79% and 64%, respectively, much higher than 48% and 53% when symptoms were combined with leukocyte counts (normal or decreased number) and/ or lymphopenia. Thus, our analysis reveals that eosinopenia may be a potentially more reliable laboratory predictor for SARS-CoV-2 infection than leukocyte counts and lymphopenia recommended by the current guidelines."
"epidemiology","","Analysis of meteorological conditions and prediction of epidemic trend of 2019-nCoV infection in 2020","https://www.medrxiv.org/content/10.1101/2020.02.13.20022715v1","medRxiv","2020/2/13","Objective: To investigate the meteorological condition for incidence and spread of 2019-nCoV infection, to predict the epidemiology of the infectious disease, and to provide a scientific basis for prevention and control measures against the new disease. Methods: The meteorological factors during the outbreak period of the novel coronavirus pneumonia in Wuhan in 2019 were collected and analyzed, and were confirmed with those of Severe Acute Respiratory Syndrome (SARS) in China in 2003. Data of patients infected with 2019-nCoV and SARS coronavirus were collected from WHO website and other public sources.Results: This study found that the suitable temperature range for 2019-nCoV coronavirus survival is (13-24 degree Celsius), among which 19 degree Celsius lasting about 60 days is conducive to the spread between the vector and humans"
"epidemiology","","Impact of seasonal forcing on a potential SARS-CoV-2 pandemic","https://www.medrxiv.org/content/10.1101/2020.02.13.20022806v1","medRxiv","2020/2/13","A novel coronavirus (SARS-CoV-2) first detected in Wuhan, China, has spread rapidly since December 2019, causing over 45,000 PCR confirmed infections and more than 1,000 fatalities (as of Feb 12, 2020). Imported cases and small transmission clusters have been reported globally. Early data suggest the virus transmits readily and a pandemic cannot be ruled out. Data from routine diagnostics show a strong and consistent seasonal variation of the four endemic coronaviruses (229E, HKU1, NL63, OC43). We use these data to explore the effect of seasonal variation in transmissibility on a potential SARS-CoV-2 pandemic. A model allowing for many subpopulations of different size with variable parameters of SARS-CoV-2 spread shows how a pandemic could unfold in 2020-2022. Simulations of different scenarios show that plausible parameters result in a peak in temperate regions of the Northern Hemisphere in winter 2020/2021. A smaller range of parameters suggests a peak in the first half of 2020 or two peaks of similar magnitude. Variation in transmission and migration rates can result in substantial variation in prevalence between regions. While the uncertainty in parameters is large, the scenarios we explore show that transient reductions in the incidence rate might be due to a combination of seasonal variation and infection control efforts but do not necessarily mean the epidemic is contained.  Seasonal forcing on SARS-CoV-2 should thus be taken into account in the further monitoring of the global transmission. The likely aggregated effect of seasonal variation, infection control measures, and transmission rate variation is a prolonged pandemic wave with lower prevalence at any given time, thereby providing a window of opportunity for better preparation of health care systems."
"virus","","Identification of 2019-nCoV related coronaviruses in Malayan pangolins in southern China","https://www.biorxiv.org/content/10.1101/2020.02.13.945485v1","bioRxiv","2020/2/13","The ongoing outbreak of viral pneumonia in China and beyond is associated with a novel coronavirus, provisionally termed 2019-nCoV. This outbreak has been tentatively associated with a seafood market in Wuhan, China, where the sale of wild animals may be the source of zoonotic infection. Although bats are likely reservoir hosts for 2019-nCoV, the identity of any intermediate host facilitating transfer to humans is unknown. Here, we report the identification of 2019-nCoV related coronaviruses in pangolins (Manis javanica) seized in anti-smuggling operations in southern China. Metagenomic sequencing identified pangolin associated CoVs that belong to two sub-lineages of 2019-nCoV related coronaviruses, including one very closely related to 2019-nCoV in the receptor-binding domain. The discovery of multiple lineages of pangolin coronavirus and their similarity to 2019-nCoV suggests that pangolins should be considered as possible intermediate hosts for this novel human virus and should be removed from wet markets to prevent zoonotic transmission."
"epidemiology","","Can Search Query Forecast successfully in China's 2019-nCov pneumonia?","https://www.medrxiv.org/content/10.1101/2020.02.12.20022400v1","medRxiv","2020/2/12","Recently the novel coronavirus (2019-nCov) pneumonia outbreak in China then the world, and the Number of infections and death continues to increases. Search Query performs well in forecasting the epidemics. It is still a question whether search engine data can forecast the drift and the inflexion in 2019-nCov pneumonia. Based on the Baidu Search Index, we propose three prediction models: composite Index, composite Index with filtering and suspected NCP(Novel Coronavirus Pneumonia). The result demonstrates that the predictive model of composite index with filtering performs the best while the model of suspected NCP has the highest forecast error. We further predict the out-of-the-set NCP confirmed cases and monitor that the next peak of new diagnoses will occur on February 16th and 17th."
"epidemiology","","Interventions targeting air travellers early in the pandemic may delay local outbreaks of SARS-CoV-2","https://www.medrxiv.org/content/10.1101/2020.02.12.20022426v2","medRxiv","2020/2/12","Background: We evaluated if interventions aimed at air travellers can delay establishment of a SARS-CoV-2 outbreak in a previously unaffected country. Methods: For countries with no sustained SARS-CoV-2 transmission and with no shared border with affected regions we simulated arriving infected air travellers. We assessed the effectiveness of syndromic screening at departure and/or arrival & traveller sensitisation to the COVID-2019-like symptoms with the aim to trigger rapid self-isolation and reporting on symptom onset to enable contact tracing. We assumed that syndromic screening would reduce the number of infected arrivals and that traveller sensitisation reduce the average number of secondary cases. We report the minimal expected delay achievable in 50% (75% & 97.5%) of simulations. In the simulations we account for uncertainty in the number of secondary cases in the absence of air traveller targeted interventions and the arrival times of infected cases and also present sensitivity analyses on arrival rates of infected travellers and the effectiveness of traveller sensitisation.Results: Under baseline assumptions exit and entry screening combined with traveller sensitisation can delay a local SARS-CoV-2 outbreak by at least 83 (75% of simulations: at least 36, 97.5% 8) days while there is no more than 1 infected traveller per week. The benefit of entry screening is small if exit screening is effective: the combination of only exit screening and traveller sensitisation can delay an outbreak by at least 76 (75%: 33, 97.5%: 7) days. With increasing rates of infected travellers, less effective sensitisation or without screening these delays shrink rapidly to a week or less.Conclusion: Syndromic screening and traveller sensitisation in combination could delay outbreaks in yet unaffected countries and support local containment efforts, but only if infected traveller numbers are very low."
